boid-i, boid-j, timeElapsed
Boid20,Boid13,.836
Boid21,Boid9,.836
Boid22,Boid4,.836
Boid23,Boid13,.836
Boid24,Boid4,.836
Boid25,Boid4,.836
Boid26,Boid43,.836
Boid27,Boid43,.836
Boid28,Boid43,.836
Boid29,Boid13,.836
Boid30,Boid22,.836
Boid31,Boid13,.836
Boid32,Boid4,.836
Boid33,Boid13,.836
Boid34,Boid13,.836
Boid35,Boid32,.836
Boid36,Boid31,.836
Boid37,Boid13,.836
Boid38,Boid4,.836
Boid39,Boid13,.836
Boid40,Boid31,.836
Boid41,Boid43,.836
Boid42,Boid39,.836
Boid43,Boid47,.836
Boid44,Boid22,.836
Boid45,Boid13,.836
Boid46,Boid13,.836
Boid47,Boid4,.836
Boid48,Boid43,.836
Boid49,Boid31,.836
Boid0,Boid35,.860
Boid1,Boid35,.860
Boid2,Boid19,.860
Boid3,Boid26,.860
Boid4,Boid5,.860
Boid5,Boid19,.860
Boid6,Boid5,.860
Boid7,Boid5,.860
Boid8,Boid16,.860
Boid9,Boid5,.860
Boid10,Boid19,.860
Boid11,Boid25,.860
Boid12,Boid19,.860
Boid13,Boid1,.860
Boid14,Boid5,.860
Boid15,Boid13,.860
Boid16,Boid26,.860
Boid17,Boid5,.860
Boid18,Boid20,.860
Boid19,Boid5,.860
Boid20,Boid0,.860
Boid21,Boid9,.860
Boid22,Boid5,.860
Boid23,Boid1,.860
Boid24,Boid5,.860
Boid25,Boid5,.860
Boid26,Boid0,.860
Boid27,Boid35,.860
Boid28,Boid35,.860
Boid29,Boid16,.860
Boid30,Boid5,.860
Boid31,Boid1,.860
Boid32,Boid5,.860
Boid33,Boid0,.860
Boid34,Boid1,.860
Boid35,Boid5,.860
Boid36,Boid15,.860
Boid37,Boid18,.860
Boid38,Boid5,.860
Boid39,Boid0,.860
Boid40,Boid31,.860
Boid41,Boid43,.860
Boid42,Boid15,.860
Boid43,Boid5,.860
Boid44,Boid35,.860
Boid45,Boid18,.860
Boid46,Boid1,.860
Boid47,Boid5,.860
Boid48,Boid43,.860
Boid49,Boid15,.860
Boid0,Boid26,.880
Boid1,Boid30,.880
Boid2,Boid26,.880
Boid3,Boid26,.880
Boid4,Boid25,.880
Boid5,Boid30,.880
Boid6,Boid26,.880
Boid7,Boid19,.880
Boid8,Boid16,.880
Boid9,Boid19,.880
Boid10,Boid16,.880
Boid11,Boid25,.880
Boid12,Boid26,.880
Boid13,Boid26,.880
Boid14,Boid19,.880
Boid15,Boid13,.880
Boid16,Boid26,.880
Boid17,Boid25,.880
Boid18,Boid33,.880
Boid19,Boid30,.880
Boid20,Boid26,.880
Boid21,Boid9,.880
Boid22,Boid30,.880
Boid23,Boid13,.880
Boid24,Boid5,.880
Boid25,Boid30,.880
Boid26,Boid16,.880
Boid27,Boid16,.880
Boid28,Boid16,.880
Boid29,Boid16,.880
Boid30,Boid16,.880
Boid31,Boid13,.880
Boid32,Boid19,.880
Boid33,Boid26,.880
Boid34,Boid13,.880
Boid35,Boid30,.880
Boid36,Boid15,.880
Boid37,Boid13,.880
Boid38,Boid30,.880
Boid39,Boid13,.880
Boid40,Boid31,.880
Boid41,Boid43,.880
Boid42,Boid15,.880
Boid43,Boid30,.880
Boid44,Boid26,.880
Boid45,Boid13,.880
Boid46,Boid13,.880
Boid47,Boid19,.880
Boid48,Boid26,.880
Boid49,Boid15,.880
Boid0,Boid26,.902
Boid1,Boid25,.902
Boid2,Boid26,.902
Boid3,Boid26,.902
Boid4,Boid38,.902
Boid5,Boid38,.902
Boid6,Boid26,.902
Boid7,Boid5,.902
Boid8,Boid16,.902
Boid9,Boid5,.902
Boid10,Boid16,.902
Boid11,Boid25,.902
Boid12,Boid26,.902
Boid13,Boid26,.902
Boid14,Boid5,.902
Boid15,Boid41,.902
Boid16,Boid26,.902
Boid17,Boid5,.902
Boid18,Boid3,.902
Boid19,Boid5,.902
Boid20,Boid26,.902
Boid21,Boid9,.902
Boid22,Boid5,.902
Boid23,Boid44,.902
Boid24,Boid5,.902
Boid25,Boid5,.902
Boid26,Boid16,.902
Boid27,Boid16,.902
Boid28,Boid16,.902
Boid29,Boid16,.902
Boid30,Boid16,.902
Boid31,Boid1,.902
Boid32,Boid5,.902
Boid33,Boid26,.902
Boid34,Boid44,.902
Boid35,Boid5,.902
Boid36,Boid31,.902
Boid37,Boid23,.902
Boid38,Boid5,.902
Boid39,Boid0,.902
Boid40,Boid11,.902
Boid41,Boid43,.902
Boid42,Boid23,.902
Boid43,Boid5,.902
Boid44,Boid26,.902
Boid45,Boid23,.902
Boid46,Boid44,.902
Boid47,Boid5,.902
Boid48,Boid26,.902
Boid49,Boid41,.902
Boid0,Boid26,.924
Boid1,Boid30,.924
Boid2,Boid26,.924
Boid3,Boid26,.924
Boid4,Boid38,.924
Boid5,Boid30,.924
Boid6,Boid26,.924
Boid7,Boid5,.924
Boid8,Boid16,.924
Boid9,Boid5,.924
Boid10,Boid16,.924
Boid11,Boid25,.924
Boid12,Boid26,.924
Boid13,Boid26,.924
Boid14,Boid5,.924
Boid15,Boid13,.924
Boid16,Boid26,.924
Boid17,Boid5,.924
Boid18,Boid45,.924
Boid19,Boid30,.924
Boid20,Boid26,.924
Boid21,Boid9,.924
Boid22,Boid30,.924
Boid23,Boid12,.924
Boid24,Boid5,.924
Boid25,Boid30,.924
Boid26,Boid16,.924
Boid27,Boid16,.924
Boid28,Boid16,.924
Boid29,Boid16,.924
Boid30,Boid16,.924
Boid31,Boid13,.924
Boid32,Boid5,.924
Boid33,Boid26,.924
Boid34,Boid11,.924
Boid35,Boid30,.924
Boid36,Boid31,.924
Boid37,Boid13,.924
Boid38,Boid30,.924
Boid39,Boid13,.924
Boid40,Boid11,.924
Boid41,Boid43,.924
Boid42,Boid40,.924
Boid43,Boid30,.924
Boid44,Boid26,.924
Boid45,Boid13,.924
Boid46,Boid13,.924
Boid47,Boid5,.924
Boid48,Boid26,.924
Boid49,Boid11,.924
Boid0,Boid26,.943
Boid1,Boid25,.943
Boid2,Boid26,.943
Boid3,Boid26,.943
Boid4,Boid38,.943
Boid5,Boid38,.943
Boid6,Boid26,.943
Boid7,Boid5,.943
Boid8,Boid16,.943
Boid9,Boid5,.943
Boid10,Boid16,.943
Boid11,Boid25,.943
Boid12,Boid26,.943
Boid13,Boid26,.943
Boid14,Boid5,.943
Boid15,Boid13,.943
Boid16,Boid26,.943
Boid17,Boid5,.943
Boid18,Boid29,.943
Boid19,Boid5,.943
Boid20,Boid26,.943
Boid21,Boid9,.943
Boid22,Boid5,.943
Boid23,Boid12,.943
Boid24,Boid5,.943
Boid25,Boid5,.943
Boid26,Boid16,.943
Boid27,Boid16,.943
Boid28,Boid16,.943
Boid29,Boid26,.943
Boid30,Boid16,.943
Boid31,Boid0,.943
Boid32,Boid5,.943
Boid33,Boid26,.943
Boid34,Boid0,.943
Boid35,Boid5,.943
Boid36,Boid31,.943
Boid37,Boid13,.943
Boid38,Boid5,.943
Boid39,Boid13,.943
Boid40,Boid31,.943
Boid41,Boid43,.943
Boid42,Boid31,.943
Boid43,Boid5,.943
Boid44,Boid26,.943
Boid45,Boid13,.943
Boid46,Boid0,.943
Boid47,Boid5,.943
Boid48,Boid26,.943
Boid49,Boid31,.943
Boid0,Boid26,.965
Boid1,Boid30,.965
Boid2,Boid26,.965
Boid3,Boid13,.965
Boid4,Boid38,.965
Boid5,Boid30,.965
Boid6,Boid26,.965
Boid7,Boid5,.965
Boid8,Boid16,.965
Boid9,Boid5,.965
Boid10,Boid26,.965
Boid11,Boid25,.965
Boid12,Boid26,.965
Boid13,Boid26,.965
Boid14,Boid5,.965
Boid15,Boid31,.965
Boid16,Boid26,.965
Boid17,Boid5,.965
Boid18,Boid3,.965
Boid19,Boid30,.965
Boid20,Boid26,.965
Boid21,Boid9,.965
Boid22,Boid30,.965
Boid23,Boid27,.965
Boid24,Boid5,.965
Boid25,Boid30,.965
Boid26,Boid16,.965
Boid27,Boid16,.965
Boid28,Boid16,.965
Boid29,Boid26,.965
Boid30,Boid26,.965
Boid31,Boid40,.965
Boid32,Boid5,.965
Boid33,Boid26,.965
Boid34,Boid40,.965
Boid35,Boid30,.965
Boid36,Boid31,.965
Boid37,Boid13,.965
Boid38,Boid30,.965
Boid39,Boid31,.965
Boid40,Boid11,.965
Boid41,Boid43,.965
Boid42,Boid40,.965
Boid43,Boid30,.965
Boid44,Boid26,.965
Boid45,Boid31,.965
Boid46,Boid27,.965
Boid47,Boid5,.965
Boid48,Boid26,.965
Boid49,Boid40,.965
Boid0,Boid26,.987
Boid1,Boid25,.987
Boid2,Boid26,.987
Boid3,Boid13,.987
Boid4,Boid38,.987
Boid5,Boid38,.987
Boid6,Boid26,.987
Boid7,Boid5,.987
Boid8,Boid16,.987
Boid9,Boid5,.987
Boid10,Boid26,.987
Boid11,Boid25,.987
Boid12,Boid26,.987
Boid13,Boid26,.987
Boid14,Boid5,.987
Boid15,Boid13,.987
Boid16,Boid26,.987
Boid17,Boid5,.987
Boid18,Boid3,.987
Boid19,Boid5,.987
Boid20,Boid26,.987
Boid21,Boid9,.987
Boid22,Boid5,.987
Boid23,Boid13,.987
Boid24,Boid5,.987
Boid25,Boid5,.987
Boid26,Boid16,.987
Boid27,Boid16,.987
Boid28,Boid16,.987
Boid29,Boid26,.987
Boid30,Boid26,.987
Boid31,Boid13,.987
Boid32,Boid5,.987
Boid33,Boid26,.987
Boid34,Boid40,.987
Boid35,Boid5,.987
Boid36,Boid49,.987
Boid37,Boid3,.987
Boid38,Boid5,.987
Boid39,Boid13,.987
Boid40,Boid49,.987
Boid41,Boid43,.987
Boid42,Boid40,.987
Boid43,Boid5,.987
Boid44,Boid26,.987
Boid45,Boid13,.987
Boid46,Boid13,.987
Boid47,Boid5,.987
Boid48,Boid26,.987
Boid49,Boid40,.987
Boid0,Boid26,1.007
Boid1,Boid25,1.007
Boid2,Boid26,1.007
Boid3,Boid13,1.007
Boid4,Boid38,1.007
Boid5,Boid30,1.007
Boid6,Boid26,1.007
Boid7,Boid5,1.007
Boid8,Boid16,1.007
Boid9,Boid5,1.007
Boid10,Boid26,1.007
Boid11,Boid25,1.007
Boid12,Boid26,1.007
Boid13,Boid26,1.007
Boid14,Boid5,1.007
Boid15,Boid23,1.007
Boid16,Boid26,1.007
Boid17,Boid5,1.007
Boid18,Boid33,1.007
Boid19,Boid30,1.007
Boid20,Boid23,1.007
Boid21,Boid9,1.007
Boid22,Boid30,1.007
Boid23,Boid1,1.007
Boid24,Boid5,1.007
Boid25,Boid30,1.007
Boid26,Boid16,1.007
Boid27,Boid16,1.007
Boid28,Boid16,1.007
Boid29,Boid26,1.007
Boid30,Boid26,1.007
Boid31,Boid23,1.007
Boid32,Boid5,1.007
Boid33,Boid26,1.007
Boid34,Boid1,1.007
Boid35,Boid30,1.007
Boid36,Boid31,1.007
Boid37,Boid33,1.007
Boid38,Boid30,1.007
Boid39,Boid23,1.007
Boid40,Boid11,1.007
Boid41,Boid43,1.007
Boid42,Boid23,1.007
Boid43,Boid30,1.007
Boid44,Boid26,1.007
Boid45,Boid23,1.007
Boid46,Boid23,1.007
Boid47,Boid5,1.007
Boid48,Boid26,1.007
Boid49,Boid11,1.007
Boid0,Boid26,1.037
Boid1,Boid25,1.037
Boid2,Boid38,1.037
Boid3,Boid13,1.037
Boid4,Boid38,1.037
Boid5,Boid38,1.037
Boid6,Boid26,1.037
Boid7,Boid5,1.037
Boid8,Boid16,1.037
Boid9,Boid5,1.037
Boid10,Boid26,1.037
Boid11,Boid25,1.037
Boid12,Boid26,1.037
Boid13,Boid26,1.037
Boid14,Boid5,1.037
Boid15,Boid13,1.037
Boid16,Boid26,1.037
Boid17,Boid5,1.037
Boid18,Boid29,1.037
Boid19,Boid5,1.037
Boid20,Boid13,1.037
Boid21,Boid9,1.037
Boid22,Boid5,1.037
Boid23,Boid11,1.037
Boid24,Boid5,1.037
Boid25,Boid5,1.037
Boid26,Boid16,1.037
Boid27,Boid16,1.037
Boid28,Boid16,1.037
Boid29,Boid26,1.037
Boid30,Boid26,1.037
Boid31,Boid13,1.037
Boid32,Boid5,1.037
Boid33,Boid26,1.037
Boid34,Boid11,1.037
Boid35,Boid5,1.037
Boid36,Boid31,1.037
Boid37,Boid29,1.037
Boid38,Boid5,1.037
Boid39,Boid13,1.037
Boid40,Boid11,1.037
Boid41,Boid43,1.037
Boid42,Boid23,1.037
Boid43,Boid5,1.037
Boid44,Boid26,1.037
Boid45,Boid13,1.037
Boid46,Boid13,1.037
Boid47,Boid5,1.037
Boid48,Boid26,1.037
Boid49,Boid11,1.037
Boid0,Boid6,1.079
Boid1,Boid6,1.079
Boid2,Boid6,1.079
Boid3,Boid13,1.079
Boid4,Boid22,1.079
Boid5,Boid6,1.079
Boid6,Boid22,1.079
Boid7,Boid19,1.079
Boid8,Boid16,1.079
Boid9,Boid22,1.079
Boid10,Boid6,1.079
Boid11,Boid25,1.079
Boid12,Boid6,1.079
Boid13,Boid12,1.079
Boid14,Boid35,1.079
Boid15,Boid13,1.079
Boid16,Boid26,1.079
Boid17,Boid22,1.079
Boid18,Boid29,1.079
Boid19,Boid6,1.079
Boid20,Boid13,1.079
Boid21,Boid14,1.079
Boid22,Boid6,1.079
Boid23,Boid12,1.079
Boid24,Boid5,1.079
Boid25,Boid6,1.079
Boid26,Boid6,1.079
Boid27,Boid6,1.079
Boid28,Boid6,1.079
Boid29,Boid13,1.079
Boid30,Boid6,1.079
Boid31,Boid13,1.079
Boid32,Boid22,1.079
Boid33,Boid13,1.079
Boid34,Boid1,1.079
Boid35,Boid6,1.079
Boid36,Boid31,1.079
Boid37,Boid29,1.079
Boid38,Boid6,1.079
Boid39,Boid13,1.079
Boid40,Boid31,1.079
Boid41,Boid6,1.079
Boid42,Boid23,1.079
Boid43,Boid6,1.079
Boid44,Boid6,1.079
Boid45,Boid13,1.079
Boid46,Boid13,1.079
Boid47,Boid22,1.079
Boid48,Boid2,1.079
Boid49,Boid23,1.079
Boid0,Boid6,1.101
Boid1,Boid6,1.101
Boid2,Boid6,1.101
Boid3,Boid20,1.101
Boid4,Boid22,1.101
Boid5,Boid6,1.101
Boid6,Boid43,1.101
Boid7,Boid38,1.101
Boid8,Boid20,1.101
Boid9,Boid35,1.101
Boid10,Boid6,1.101
Boid11,Boid43,1.101
Boid12,Boid6,1.101
Boid13,Boid20,1.101
Boid14,Boid38,1.101
Boid15,Boid20,1.101
Boid16,Boid8,1.101
Boid17,Boid22,1.101
Boid18,Boid20,1.101
Boid19,Boid6,1.101
Boid20,Boid8,1.101
Boid21,Boid14,1.101
Boid22,Boid6,1.101
Boid23,Boid20,1.101
Boid24,Boid5,1.101
Boid25,Boid6,1.101
Boid26,Boid8,1.101
Boid27,Boid6,1.101
Boid28,Boid6,1.101
Boid29,Boid20,1.101
Boid30,Boid6,1.101
Boid31,Boid20,1.101
Boid32,Boid22,1.101
Boid33,Boid20,1.101
Boid34,Boid39,1.101
Boid35,Boid6,1.101
Boid36,Boid31,1.101
Boid37,Boid20,1.101
Boid38,Boid6,1.101
Boid39,Boid20,1.101
Boid40,Boid31,1.101
Boid41,Boid6,1.101
Boid42,Boid39,1.101
Boid43,Boid6,1.101
Boid44,Boid6,1.101
Boid45,Boid20,1.101
Boid46,Boid20,1.101
Boid47,Boid43,1.101
Boid48,Boid20,1.101
Boid49,Boid46,1.101
Boid0,Boid6,1.123
Boid1,Boid6,1.123
Boid2,Boid35,1.123
Boid3,Boid20,1.123
Boid4,Boid22,1.123
Boid5,Boid19,1.123
Boid6,Boid5,1.123
Boid7,Boid5,1.123
Boid8,Boid26,1.123
Boid9,Boid5,1.123
Boid10,Boid19,1.123
Boid11,Boid43,1.123
Boid12,Boid35,1.123
Boid13,Boid10,1.123
Boid14,Boid5,1.123
Boid15,Boid48,1.123
Boid16,Boid26,1.123
Boid17,Boid5,1.123
Boid18,Boid20,1.123
Boid19,Boid5,1.123
Boid20,Boid48,1.123
Boid21,Boid7,1.123
Boid22,Boid5,1.123
Boid23,Boid1,1.123
Boid24,Boid5,1.123
Boid25,Boid5,1.123
Boid26,Boid10,1.123
Boid27,Boid6,1.123
Boid28,Boid6,1.123
Boid29,Boid26,1.123
Boid30,Boid5,1.123
Boid31,Boid0,1.123
Boid32,Boid5,1.123
Boid33,Boid0,1.123
Boid34,Boid1,1.123
Boid35,Boid5,1.123
Boid36,Boid45,1.123
Boid37,Boid20,1.123
Boid38,Boid5,1.123
Boid39,Boid48,1.123
Boid40,Boid42,1.123
Boid41,Boid6,1.123
Boid42,Boid23,1.123
Boid43,Boid5,1.123
Boid44,Boid35,1.123
Boid45,Boid48,1.123
Boid46,Boid0,1.123
Boid47,Boid5,1.123
Boid48,Boid10,1.123
Boid49,Boid23,1.123
Boid0,Boid6,1.141
Boid1,Boid6,1.141
Boid2,Boid6,1.141
Boid3,Boid39,1.141
Boid4,Boid25,1.141
Boid5,Boid6,1.141
Boid6,Boid43,1.141
Boid7,Boid38,1.141
Boid8,Boid16,1.141
Boid9,Boid35,1.141
Boid10,Boid6,1.141
Boid11,Boid43,1.141
Boid12,Boid6,1.141
Boid13,Boid39,1.141
Boid14,Boid38,1.141
Boid15,Boid36,1.141
Boid16,Boid26,1.141
Boid17,Boid22,1.141
Boid18,Boid39,1.141
Boid19,Boid6,1.141
Boid20,Boid39,1.141
Boid21,Boid9,1.141
Boid22,Boid6,1.141
Boid23,Boid42,1.141
Boid24,Boid5,1.141
Boid25,Boid6,1.141
Boid26,Boid16,1.141
Boid27,Boid6,1.141
Boid28,Boid6,1.141
Boid29,Boid39,1.141
Boid30,Boid6,1.141
Boid31,Boid36,1.141
Boid32,Boid25,1.141
Boid33,Boid39,1.141
Boid34,Boid42,1.141
Boid35,Boid6,1.141
Boid36,Boid42,1.141
Boid37,Boid39,1.141
Boid38,Boid6,1.141
Boid39,Boid42,1.141
Boid40,Boid42,1.141
Boid41,Boid43,1.141
Boid42,Boid36,1.141
Boid43,Boid6,1.141
Boid44,Boid6,1.141
Boid45,Boid36,1.141
Boid46,Boid42,1.141
Boid47,Boid43,1.141
Boid48,Boid39,1.141
Boid49,Boid36,1.141
Boid0,Boid2,1.163
Boid1,Boid2,1.163
Boid2,Boid22,1.163
Boid3,Boid39,1.163
Boid4,Boid22,1.163
Boid5,Boid14,1.163
Boid6,Boid22,1.163
Boid7,Boid14,1.163
Boid8,Boid16,1.163
Boid9,Boid14,1.163
Boid10,Boid22,1.163
Boid11,Boid2,1.163
Boid12,Boid22,1.163
Boid13,Boid39,1.163
Boid14,Boid38,1.163
Boid15,Boid36,1.163
Boid16,Boid8,1.163
Boid17,Boid22,1.163
Boid18,Boid39,1.163
Boid19,Boid14,1.163
Boid20,Boid39,1.163
Boid21,Boid14,1.163
Boid22,Boid38,1.163
Boid23,Boid42,1.163
Boid24,Boid14,1.163
Boid25,Boid22,1.163
Boid26,Boid30,1.163
Boid27,Boid2,1.163
Boid28,Boid2,1.163
Boid29,Boid39,1.163
Boid30,Boid22,1.163
Boid31,Boid36,1.163
Boid32,Boid14,1.163
Boid33,Boid39,1.163
Boid34,Boid42,1.163
Boid35,Boid22,1.163
Boid36,Boid42,1.163
Boid37,Boid39,1.163
Boid38,Boid14,1.163
Boid39,Boid42,1.163
Boid40,Boid42,1.163
Boid41,Boid2,1.163
Boid42,Boid36,1.163
Boid43,Boid22,1.163
Boid44,Boid2,1.163
Boid45,Boid36,1.163
Boid46,Boid42,1.163
Boid47,Boid22,1.163
Boid48,Boid2,1.163
Boid49,Boid36,1.163
Boid0,Boid43,1.185
Boid1,Boid25,1.185
Boid2,Boid22,1.185
Boid3,Boid18,1.185
Boid4,Boid22,1.185
Boid5,Boid22,1.185
Boid6,Boid5,1.185
Boid7,Boid5,1.185
Boid8,Boid16,1.185
Boid9,Boid5,1.185
Boid10,Boid35,1.185
Boid11,Boid25,1.185
Boid12,Boid22,1.185
Boid13,Boid12,1.185
Boid14,Boid5,1.185
Boid15,Boid20,1.185
Boid16,Boid26,1.185
Boid17,Boid5,1.185
Boid18,Boid3,1.185
Boid19,Boid5,1.185
Boid20,Boid3,1.185
Boid21,Boid9,1.185
Boid22,Boid5,1.185
Boid23,Boid20,1.185
Boid24,Boid5,1.185
Boid25,Boid5,1.185
Boid26,Boid16,1.185
Boid27,Boid2,1.185
Boid28,Boid2,1.185
Boid29,Boid26,1.185
Boid30,Boid5,1.185
Boid31,Boid48,1.185
Boid32,Boid5,1.185
Boid33,Boid26,1.185
Boid34,Boid48,1.185
Boid35,Boid5,1.185
Boid36,Boid42,1.185
Boid37,Boid3,1.185
Boid38,Boid5,1.185
Boid39,Boid3,1.185
Boid40,Boid42,1.185
Boid41,Boid43,1.185
Boid42,Boid36,1.185
Boid43,Boid5,1.185
Boid44,Boid35,1.185
Boid45,Boid20,1.185
Boid46,Boid20,1.185
Boid47,Boid5,1.185
Boid48,Boid2,1.185
Boid49,Boid36,1.185
Boid0,Boid13,1.205
Boid1,Boid0,1.205
Boid2,Boid0,1.205
Boid3,Boid29,1.205
Boid4,Boid22,1.205
Boid5,Boid22,1.205
Boid6,Boid0,1.205
Boid7,Boid5,1.205
Boid8,Boid3,1.205
Boid9,Boid22,1.205
Boid10,Boid0,1.205
Boid11,Boid0,1.205
Boid12,Boid13,1.205
Boid13,Boid3,1.205
Boid14,Boid38,1.205
Boid15,Boid37,1.205
Boid16,Boid8,1.205
Boid17,Boid22,1.205
Boid18,Boid3,1.205
Boid19,Boid22,1.205
Boid20,Boid3,1.205
Boid21,Boid9,1.205
Boid22,Boid38,1.205
Boid23,Boid13,1.205
Boid24,Boid5,1.205
Boid25,Boid1,1.205
Boid26,Boid29,1.205
Boid27,Boid8,1.205
Boid28,Boid8,1.205
Boid29,Boid3,1.205
Boid30,Boid0,1.205
Boid31,Boid0,1.205
Boid32,Boid22,1.205
Boid33,Boid3,1.205
Boid34,Boid0,1.205
Boid35,Boid22,1.205
Boid36,Boid42,1.205
Boid37,Boid3,1.205
Boid38,Boid22,1.205
Boid39,Boid3,1.205
Boid40,Boid49,1.205
Boid41,Boid13,1.205
Boid42,Boid36,1.205
Boid43,Boid0,1.205
Boid44,Boid13,1.205
Boid45,Boid37,1.205
Boid46,Boid29,1.205
Boid47,Boid22,1.205
Boid48,Boid13,1.205
Boid49,Boid36,1.205
Boid0,Boid13,1.226
Boid1,Boid0,1.226
Boid2,Boid0,1.226
Boid3,Boid13,1.226
Boid4,Boid17,1.226
Boid5,Boid7,1.226
Boid6,Boid0,1.226
Boid7,Boid21,1.226
Boid8,Boid13,1.226
Boid9,Boid21,1.226
Boid10,Boid0,1.226
Boid11,Boid0,1.226
Boid12,Boid0,1.226
Boid13,Boid0,1.226
Boid14,Boid21,1.226
Boid15,Boid20,1.226
Boid16,Boid8,1.226
Boid17,Boid9,1.226
Boid18,Boid3,1.226
Boid19,Boid7,1.226
Boid20,Boid13,1.226
Boid21,Boid7,1.226
Boid22,Boid2,1.226
Boid23,Boid13,1.226
Boid24,Boid21,1.226
Boid25,Boid2,1.226
Boid26,Boid13,1.226
Boid27,Boid13,1.226
Boid28,Boid13,1.226
Boid29,Boid13,1.226
Boid30,Boid0,1.226
Boid31,Boid0,1.226
Boid32,Boid7,1.226
Boid33,Boid13,1.226
Boid34,Boid0,1.226
Boid35,Boid2,1.226
Boid36,Boid45,1.226
Boid37,Boid3,1.226
Boid38,Boid2,1.226
Boid39,Boid13,1.226
Boid40,Boid31,1.226
Boid41,Boid13,1.226
Boid42,Boid45,1.226
Boid43,Boid0,1.226
Boid44,Boid13,1.226
Boid45,Boid13,1.226
Boid46,Boid13,1.226
Boid47,Boid9,1.226
Boid48,Boid13,1.226
Boid49,Boid45,1.226
Boid0,Boid13,1.244
Boid1,Boid0,1.244
Boid2,Boid0,1.244
Boid3,Boid8,1.244
Boid4,Boid17,1.244
Boid5,Boid17,1.244
Boid6,Boid0,1.244
Boid7,Boid32,1.244
Boid8,Boid13,1.244
Boid9,Boid17,1.244
Boid10,Boid0,1.244
Boid11,Boid0,1.244
Boid12,Boid0,1.244
Boid13,Boid8,1.244
Boid14,Boid32,1.244
Boid15,Boid33,1.244
Boid16,Boid8,1.244
Boid17,Boid4,1.244
Boid18,Boid3,1.244
Boid19,Boid32,1.244
Boid20,Boid8,1.244
Boid21,Boid7,1.244
Boid22,Boid4,1.244
Boid23,Boid13,1.244
Boid24,Boid17,1.244
Boid25,Boid1,1.244
Boid26,Boid8,1.244
Boid27,Boid8,1.244
Boid28,Boid8,1.244
Boid29,Boid8,1.244
Boid30,Boid0,1.244
Boid31,Boid0,1.244
Boid32,Boid4,1.244
Boid33,Boid8,1.244
Boid34,Boid0,1.244
Boid35,Boid47,1.244
Boid36,Boid42,1.244
Boid37,Boid33,1.244
Boid38,Boid4,1.244
Boid39,Boid13,1.244
Boid40,Boid31,1.244
Boid41,Boid13,1.244
Boid42,Boid39,1.244
Boid43,Boid0,1.244
Boid44,Boid13,1.244
Boid45,Boid13,1.244
Boid46,Boid13,1.244
Boid47,Boid4,1.244
Boid48,Boid13,1.244
Boid49,Boid36,1.244
Boid0,Boid48,1.265
Boid1,Boid0,1.265
Boid2,Boid0,1.265
Boid3,Boid8,1.265
Boid4,Boid17,1.265
Boid5,Boid17,1.265
Boid6,Boid0,1.265
Boid7,Boid32,1.265
Boid8,Boid13,1.265
Boid9,Boid17,1.265
Boid10,Boid0,1.265
Boid11,Boid0,1.265
Boid12,Boid0,1.265
Boid13,Boid8,1.265
Boid14,Boid32,1.265
Boid15,Boid48,1.265
Boid16,Boid8,1.265
Boid17,Boid4,1.265
Boid18,Boid20,1.265
Boid19,Boid32,1.265
Boid20,Boid8,1.265
Boid21,Boid9,1.265
Boid22,Boid4,1.265
Boid23,Boid0,1.265
Boid24,Boid17,1.265
Boid25,Boid1,1.265
Boid26,Boid8,1.265
Boid27,Boid8,1.265
Boid28,Boid8,1.265
Boid29,Boid8,1.265
Boid30,Boid0,1.265
Boid31,Boid0,1.265
Boid32,Boid4,1.265
Boid33,Boid8,1.265
Boid34,Boid0,1.265
Boid35,Boid47,1.265
Boid36,Boid15,1.265
Boid37,Boid33,1.265
Boid38,Boid17,1.265
Boid39,Boid48,1.265
Boid40,Boid41,1.265
Boid41,Boid0,1.265
Boid42,Boid15,1.265
Boid43,Boid0,1.265
Boid44,Boid0,1.265
Boid45,Boid48,1.265
Boid46,Boid0,1.265
Boid47,Boid4,1.265
Boid48,Boid0,1.265
Boid49,Boid15,1.265
Boid0,Boid31,1.287
Boid1,Boid0,1.287
Boid2,Boid0,1.287
Boid3,Boid39,1.287
Boid4,Boid17,1.287
Boid5,Boid17,1.287
Boid6,Boid0,1.287
Boid7,Boid32,1.287
Boid8,Boid13,1.287
Boid9,Boid17,1.287
Boid10,Boid0,1.287
Boid11,Boid0,1.287
Boid12,Boid0,1.287
Boid13,Boid39,1.287
Boid14,Boid32,1.287
Boid15,Boid36,1.287
Boid16,Boid8,1.287
Boid17,Boid4,1.287
Boid18,Boid39,1.287
Boid19,Boid32,1.287
Boid20,Boid15,1.287
Boid21,Boid9,1.287
Boid22,Boid4,1.287
Boid23,Boid42,1.287
Boid24,Boid17,1.287
Boid25,Boid1,1.287
Boid26,Boid0,1.287
Boid27,Boid46,1.287
Boid28,Boid0,1.287
Boid29,Boid39,1.287
Boid30,Boid22,1.287
Boid31,Boid36,1.287
Boid32,Boid4,1.287
Boid33,Boid15,1.287
Boid34,Boid42,1.287
Boid35,Boid47,1.287
Boid36,Boid42,1.287
Boid37,Boid15,1.287
Boid38,Boid17,1.287
Boid39,Boid42,1.287
Boid40,Boid11,1.287
Boid41,Boid31,1.287
Boid42,Boid36,1.287
Boid43,Boid0,1.287
Boid44,Boid0,1.287
